let WebInput = `Nr,Sted,År,Inndeling,Rnr,Region,Fnr,Fylke,Sum of Antall personer 6-15,Sum of Folkemengde,Kunstnertetthet,Kunstnermangfold,SKS tildelinger,Kulturformidling,Kunstnerisk Produksjon,Media,Kommunale Midler,Total Besøk,Betalende Besøk,TONO Arrangemanger,TONO Avregning,Billettselskap Arrangemanger,Billettselskap Omsettning,Filmfremvisninger,Kinobesøk,Mangfold filmframvisniger,Mangfold kinobesøk,Utlån,Besøk,Voksne aktive lånere,Teater Forestillinger,Teater Publikum,Dans Forestillinger,Timer,Mangfold Timer,Elever,Publikum,Mangfold Publikum,Frifond,Riksantikvar og Kulturminnefond,Statsbudsjett og Kulturråd,Historielag,Husflidlag,Kor,Korps,MVA Refusjon,Voksenopplæring
1263,Lindås,2015,Kommune,3044,Nordhordland,12,Hordaland,2181,15607,1.3,301,0,2.1,1,1.3,32.8,0.7,0.1,0,0,1.3,33.7,9,0.2,251,255,3.8,4.8,85.8,0.1,0,0,1.9,320,0.2,3.4,422,1.2,0,9.6,9.6,0,28.7,24.5,28.8,9.2
1264,Austrheim,2012,Kommune,3044,Nordhordland,12,Hordaland,365,2833,0.7,331,0,2.5,1.4,0,19.1,0,0,0.4,0.1,0.7,2.5,14.8,0.5,176,174,5.9,3.1,102.4,0.7,0.1,0,2.5,210,0.3,2.3,381,0,0,0,16.9,7.4,13.8,17.6,4.3,0
1264,Austrheim,2013,Kommune,3044,Nordhordland,12,Hordaland,338,2833,0.7,326,0,2.5,1.4,0,30.4,0,0,0,0.2,0.7,2.5,14.1,0.4,195,220,5.3,3,101.3,0.7,0,0,2.7,190,0.3,3,386,1.4,33.5,0,16.9,0,13.4,22.9,1.6,0
1264,Austrheim,2014,Kommune,3044,Nordhordland,12,Hordaland,354,2856,1.1,274,0,2.5,1.4,0,21.4,0,0,0,0.2,0.7,2.5,14.7,0.5,203,210,5.5,2.9,99.4,0.4,0,0,2.6,179,0.4,4.2,367,0,16.7,0,16.8,0,14.4,24.5,4.5,0
1264,Austrheim,2015,Kommune,3044,Nordhordland,12,Hordaland,344,2858,1,283,0,2.1,0.3,0,0,0,0,0,0,0.7,3.6,14,0.4,215,221,5,2.8,103.9,0.3,0,0,2.7,176,0.3,3.4,423,1.7,74.4,0,19.6,0,15,18.9,5.5,0
1265,Fedje,2012,Kommune,3044,Nordhordland,12,Hordaland,85,569,0,400,0,3.5,0,0,31.6,0,0,0,0,0,0,56.2,0.8,86,190,4.3,4.6,0,0,0,0,3.9,280,0.3,4.4,391,0,0,0,0,3.5,40.4,38.7,4.7,0
1265,Fedje,2013,Kommune,3044,Nordhordland,12,Hordaland,80,561,0,406,0,5.3,0,0,0,0,0,1.8,0,0,0,66,0.9,77,141,5.5,4.3,5.3,3.6,0.4,0,4.3,257,0.3,3.3,414,0,0,0,0,0,39.2,39.2,0,0
1265,Fedje,2014,Kommune,3044,Nordhordland,12,Hordaland,73,563,0,406,0,3.6,0,0,33.7,0,0,1.8,0,0,0,46.2,0.4,122,213,5.1,4.2,21.3,0,0,0,4.7,243,0.3,5.8,204,0,0,0,0,0,85.3,39.1,0,0
1265,Fedje,2015,Kommune,3044,Nordhordland,12,Hordaland,79,576,0,406,0,3.5,0,0,34.7,0,0,0,0,1.7,262.8,0,0,304,304,4.8,3.9,0,0,0,0,4.3,250,0.3,3.5,419,0,0,0,0,0,59,36.5,0,0
1266,Masfjorden,2012,Kommune,3044,Nordhordland,12,Hordaland,204,1696,0,400,0,3.5,4.7,0,574.9,0,0,0.6,0,1.2,3.7,22.4,0.6,145,175,6.5,1.5,126.2,0.6,0.1,0,9.8,113,0.6,2.9,390,0,0,0,0,4.7,20.6,36.6,4.1,28.9
1266,Masfjorden,2013,Kommune,3044,Nordhordland,12,Hordaland,202,1693,0.6,397,0,2.4,4.7,0.6,461.3,0,0,0,4.5,1.2,3.7,20.7,0.6,163,189,6.9,1.5,99.8,0,0,0,9.5,212,0.6,4.6,293,0,0,23.6,0,0,18.9,37.8,5,28.9
1266,Masfjorden,2014,Kommune,3044,Nordhordland,12,Hordaland,198,1704,0,406,0,3.5,4.7,0.6,499.4,0,0,0,4.5,1.2,3.7,24.6,0.7,162,176,6.2,1.5,88.6,0.6,0.1,0,11.7,73,0.5,4.7,354,0,0,0,0,0,14.1,37,4.6,28.8
1266,Masfjorden,2015,Kommune,3044,Nordhordland,12,Hordaland,205,1701,0,406,0,2.4,2.9,0.6,392.7,0,0,0,0,1.2,2.4,24.7,0.5,134,165,6.8,1.6,88.2,0.6,0.1,0,11.1,28,0.6,4.2,390,0,0,0,0,0,19.4,40,8.2,39.4
1401,Flora,2012,Kommune,3051,Sunnfjord,14,Sogn og Fjordane,1603,11697,0.5,393,0,2.5,0.7,1.5,48,0.7,0.1,1.2,6,2.6,71.5,32.1,1.8,116,81,3.1,5.4,105.4,1.1,0.3,0,4.1,72,0.3,6.3,71,2.4,34.2,0,0,9,10.9,16.3,2.8,9.8
1401,Flora,2013,Kommune,3051,Sunnfjord,14,Sogn og Fjordane,1607,11779,0.7,391,0,2.5,0.5,1.5,56.3,0.8,0.4,2,6.4,2.5,71.1,35.2,1.8,125,82,2.7,4.9,97.6,1.3,0.4,0.3,4,72,0.3,5.8,41,5,14.7,0,0,8.4,11.5,16.4,2.9,9.8
1401,Flora,2014,Kommune,3051,Sunnfjord,14,Sogn og Fjordane,1613,11862,0.7,387,0,2.6,0.3,1.4,17.9,0.8,0.4,1.9,6.4,2.5,70.6,30.3,1.5,125,75,2.7,4.7,95.3,0.8,0.1,0,3.8,102,0.3,6.3,121,0.4,8.4,0,0,8.5,14.6,16.6,14.3,9.7
1401,Flora,2015,Kommune,3051,Sunnfjord,14,Sogn og Fjordane,1605,11923,0.6,395,0,2.3,0.3,1,62.7,0.6,0.3,0,0,2.4,165.5,37.8,2,124,98,2.4,4.4,88.5,0.8,0.3,0,3.7,100,0.2,6.8,47,0.8,8.4,8.4,0,7.9,14.8,16.8,15.5,7.3
1411,Gulen,2012,Kommune,3048,HAFS,14,Sogn og Fjordane,297,2305,1.7,240,0,1.7,0.4,0,33.4,0,0,4.8,25.2,3.9,2337.5,8.7,0.4,225,204,3.2,0.9,121.5,1.3,0,0,1.6,404,0.2,5.2,154,3.5,0,43.4,0,9.5,30.4,52.9,46.4,12.6
1411,Gulen,2013,Kommune,3048,HAFS,14,Sogn og Fjordane,292,2315,1.7,241,0,2.2,0,0,28.1,0,0,9.5,37.8,3.9,2327.4,7.8,0.3,239,227,3.3,0.9,96.8,1.7,0.1,0,1.4,404,0.2,5.2,93,0,224.1,43.2,0,9.9,28.9,50.1,72.3,12.5
1411,Gulen,2014,Kommune,3048,HAFS,14,Sogn og Fjordane,277,2335,1.7,232,0,2.1,0,0,29.1,0,0,9.4,37.5,3.9,2307.5,7.7,0.4,257,244,2.9,0.9,101.9,0.4,0.1,0,2.9,314,0.2,4.4,405,0,80.1,64.2,0,9.9,19.7,44.5,87.3,12.4
1411,Gulen,2015,Kommune,3048,HAFS,14,Sogn og Fjordane,287,2370,1.7,250,0,2.1,0.8,0,28.3,0,0,0,0,4.2,1340.1,7.6,0.5,245,201,2.7,0.9,82.3,0.8,0,0,1.8,377,0.2,6,75,0,0,105.5,0,10.5,13.5,30.4,8.4,14.3
1412,Solund,2012,Kommune,3048,HAFS,14,Sogn og Fjordane,94,842,2.4,235,241.1,2.4,2.4,0,0,0,0,22.6,2.5,21.4,85,45.1,0.9,80,113,2,1.2,22.6,2.4,0.1,0,0,427,0,4.8,249,11.9,0,0,237.5,4.8,39.2,49.9,12,19
1412,Solund,2013,Kommune,3048,HAFS,14,Sogn og Fjordane,89,815,1.2,311,277.3,2.5,1.2,0,0,0,0,4.9,3.4,22.1,87.8,50.3,1.1,101,132,2.1,0.9,22.1,1.2,0.1,0,0,427,0,4.6,149,12.3,368.1,0,245.4,0,39.3,58.9,17.9,19.6
1412,Solund,2014,Kommune,3048,HAFS,14,Sogn og Fjordane,90,800,1.3,319,298.1,3.8,2.5,0,0,0,0,5,3.5,22.5,89.4,45,1,99,113,2.2,1.2,26.3,1.3,0.1,0,0,426,0,5,304,6.3,390.6,0,250,0,37.5,66.3,35,20
1412,Solund,2015,Kommune,3048,HAFS,14,Sogn og Fjordane,89,785,1.3,327,298,3.8,0,0,0,0,0,0,0,21.7,275.7,48.4,1.1,117,132,2.2,1.3,35.7,2.5,0.1,0,1.8,300,0.5,7.9,5,0,0,0,254.8,0,36.9,65,39,33.1
1413,Hyllestad,2012,Kommune,3048,HAFS,14,Sogn og Fjordane,188,1428,1.4,325,142.2,7.7,1.4,1.4,0,0,0,2.1,1.9,1.4,0.9,25.9,0.7,125,134,7.6,3,164.6,2.8,0.1,0,5.3,40,0.4,5.2,317,0,0,0,32.9,0.7,16.1,20.3,7.4,22.4
1413,Hyllestad,2013,Kommune,3048,HAFS,14,Sogn og Fjordane,174,1391,1.4,316,162.5,7.2,1.4,0.7,0,0.6,0.2,1.4,9.1,1.4,1,24.4,0.4,129,213,7.3,2.9,171.1,0.7,0,0,5.4,31,0.4,5.9,122,0,0,0,33.8,2.9,29.5,19.4,10.1,23
1413,Hyllestad,2014,Kommune,3048,HAFS,14,Sogn og Fjordane,171,1405,1.4,328,169.8,7.1,1.4,1.4,0,0.7,0.3,1.4,9,1.4,1,28.5,0.7,149,169,6.8,3.1,151.6,0.7,0.1,0,5.3,48,0.4,4.6,398,24.9,0,0,33.5,0,13.5,20.6,19.7,22.8
1413,Hyllestad,2015,Kommune,3048,HAFS,14,Sogn og Fjordane,161,1395,1.4,338,0,7.2,1.4,0,0,1.7,1.2,0,0,0.7,1.3,27.2,0.7,147,195,6.5,3.1,146.2,1.4,0,0,6.5,34,0.3,5.7,104,0,0,0,33.7,0,13.6,20.1,13.4,0
1416,Høyanger,2012,Kommune,3050,Sogn,14,Sogn og Fjordane,565,4222,1.9,178,0,2.6,0.9,2.8,44.1,0,0,0.9,3,1.2,5.4,59,2.3,92,57,8.3,7.8,210.8,0.9,0.1,0,2.2,272,0.2,6.7,119,0.9,0,0,7.3,0.5,11.1,54,11.2,18.2
1416,Høyanger,2013,Kommune,3050,Sogn,14,Sogn og Fjordane,561,4183,1.9,187,0,2.4,0.7,2.4,72,0,0,1.2,3.1,1.2,5.4,51.6,1.9,112,87,9.2,7.5,201.1,1.4,0.1,0,2.7,167,0.2,5.1,97,2,379.4,22.7,7.4,0,9.6,55.2,12.3,18.4
1416,Høyanger,2014,Kommune,3050,Sogn,14,Sogn og Fjordane,535,4169,1.9,189,0,2.4,1.2,2.2,69.1,0,0,1.2,3.1,1.2,5.5,49.4,1.8,113,87,8.1,6.1,160.2,0.5,0.1,0,2.2,234,0.2,6.2,212,2.4,348,0,7.4,0,8.9,50.4,25.8,18.5
1416,Høyanger,2015,Kommune,3050,Sogn,14,Sogn og Fjordane,518,4161,2.2,127,0,4.3,1,2.2,108.9,0,0,0,0,1.2,5.1,51.7,2.1,92,71,7.5,6,198.8,0.7,0,0,2.4,213,0.2,7.2,21,0,455.7,0,7.5,0,5.5,48.5,13.8,11.1
1417,Vik,2012,Kommune,3050,Sogn,14,Sogn og Fjordane,312,2731,1.1,312,74.3,2.6,2.9,0,0,0,0,4.4,8,1.8,140.4,0,0,282,282,8.4,0,159.3,1.8,0.1,0,3.5,192,0.4,5.4,257,0,0,0,0,16.8,21.6,39.2,13.3,0
1417,Vik,2013,Kommune,3050,Sogn,14,Sogn og Fjordane,316,2688,1.1,311,0,3,3,0,0,0,0,4.1,5.7,1.9,142.6,0,0,305,305,7.9,0,156.6,2.2,0.2,0,3.4,196,0.4,6.2,67,0,81.3,18.6,0,19.3,16,39.8,14.6,0
1417,Vik,2014,Kommune,3050,Sogn,14,Sogn og Fjordane,303,2678,1.1,322,0,2.2,2.2,0,0.4,0,0,4.1,5.7,1.9,143.2,0,0,301,301,6.6,0,155.7,0,0,0,3.6,188,0.3,5.9,208,0,0,0,0,19,26.9,34.7,12.1,0
1417,Vik,2015,Kommune,3050,Sogn,14,Sogn og Fjordane,315,2689,1.1,329,0,3,2.6,0,0,0,0,0,0,1.9,215.8,0,0,304,304,6.2,0,150.2,0.4,0,0,2.2,338,0.3,7.1,20,0,236,0,0,18.6,27.5,36.4,9.3,0
1418,Balestrand,2012,Kommune,3050,Sogn,14,Sogn og Fjordane,160,1337,3.7,222,0,2.2,3,0,0,0,0,7.5,5.1,12.7,1036.2,171.3,3.2,7,17,3.4,1.5,0,2.2,0.1,0,5.6,20,0.6,5.3,239,0,0,134.6,0,0,41.9,15,41.3,12.7
1418,Balestrand,2013,Kommune,3050,Sogn,14,Sogn og Fjordane,150,1306,3.8,219,0,3.1,4.6,0,0,0,0,7.7,5.3,13,1060.8,176.1,3,20,25,3.2,0,101.1,3.1,0.2,0,6.1,57,0.6,6.9,23,0,260.3,114.9,0,0,44.4,12.3,60.6,13
1418,Balestrand,2014,Kommune,3050,Sogn,14,Sogn og Fjordane,148,1304,3.8,154,0,2.3,3.8,0,35.3,0,0,7.7,5.3,13,1062.4,161,2.5,30,49,3.7,0,113.5,0.8,0.2,0,5.4,56,0.6,5.3,241,0,338.2,187.9,0,0,42.9,12.3,112.7,13
1418,Balestrand,2015,Kommune,3050,Sogn,14,Sogn og Fjordane,130,1294,4.6,148,0,5.4,1.5,0,37.1,0,0,0,0,0.8,2.4,179.3,3.1,5,30,6.4,3.3,110.5,1.5,0,0,7.9,22,0.6,6.8,88,0,979.1,187,0,0,43.3,10,109.6,7
1419,Leikanger,2012,Kommune,3050,Sogn,14,Sogn og Fjordane,314,2255,2.2,123,0,9.8,0.9,12.9,0,0,0,2.7,5.2,0.4,26.7,0,0,282,282,3.2,1,116.6,0.9,0.1,0,2.5,293,0.2,4.4,359,0,0,0,23.1,2.2,21.3,22.2,5,2.7
1419,Leikanger,2013,Kommune,3050,Sogn,14,Sogn og Fjordane,325,2268,1.8,162,0,7.5,1.3,10.1,34.4,0,0,2.2,10.1,0.4,26.5,0,0,305,305,3.2,0.9,107.6,0.9,0.1,0,2.2,309,0.1,6.2,116,0,0,0,22.9,2.2,20.3,19.4,2,2.6
1419,Leikanger,2014,Kommune,3050,Sogn,14,Sogn og Fjordane,324,2276,3.1,64,90.1,8.3,0.9,10.1,0,0,0,2.2,10.1,0.4,26.4,0,0,301,301,1.7,1.2,82.2,0,0,0,1.8,378,0.1,5.7,282,0,19.8,0,22.8,0,21.1,16.7,7.2,2.6
1419,Leikanger,2015,Kommune,3050,Sogn,14,Sogn og Fjordane,324,2298,2.6,68,108.8,8.7,0.4,10.4,0,0,0,0,0,0.4,24.9,0,0,304,304,2,0,93.6,0,0,0,2.4,353,0.3,7.1,32,0,43.5,0,22.6,0,20.5,20.9,6.9,4.8
1420,Sogndal,2012,Kommune,3050,Sogn,14,Sogn og Fjordane,954,7477,2.8,79,0,5.1,1.3,0.7,101.8,2.6,0.7,4.7,8.5,2.7,146.1,181,4.9,9,23,5.5,6,231.1,2.1,0.4,0.3,2.5,297,0.2,7.4,20,1.5,0,77,32.5,3.1,15.4,18.7,3.4,9.1
1420,Sogndal,2013,Kommune,3050,Sogn,14,Sogn og Fjordane,936,7623,2.8,105,0,6.2,1.2,0.4,102.3,8.6,6.9,4.1,2.4,2.6,143.3,180.1,5,25,28,5,5.2,204.9,1.6,0.3,0.5,2.2,305,0.4,6.1,97,3.6,181.4,46.4,31.9,4.1,17.8,18.1,7,8.9
1420,Sogndal,2014,Kommune,3050,Sogn,14,Sogn og Fjordane,944,7677,2.6,102,0,5.2,1.2,0.4,104.3,8.6,7.4,4,2.4,2.6,142.3,243.3,4.6,4,16,4.9,4.6,196.7,1.6,0.2,0.1,1.8,377,0.1,5.7,295,0.7,1.4,60.3,31.7,4.7,16.4,17.1,11.6,8.9
1420,Sogndal,2015,Kommune,3050,Sogn,14,Sogn og Fjordane,967,7839,2.6,119,0,5.6,0.6,0.5,104.1,9.7,8.6,0,0,7.3,460.2,271.5,5.7,3,9,5.1,4.3,195.9,1.1,0.2,0.1,2.4,352,0.1,7.5,31,0.6,64,46.3,29.9,6,16.3,16.6,10.4,10
1421,Aurland,2012,Kommune,3050,Sogn,14,Sogn og Fjordane,183,1714,1.2,312,23.3,7,2.3,0,0,0,0,17.5,12.1,1.2,67.8,64.8,1.6,77,87,6.5,5.5,158.1,2.9,0.1,0,9.7,65,0.7,5.5,275,0,51.9,70,29.2,19.3,23.9,17.5,3.5,4.7
1421,Aurland,2013,Kommune,3050,Sogn,14,Sogn og Fjordane,192,1715,1.7,206,0,7.6,1.7,0,0,0,0,13.4,28.4,1.2,67.8,78.7,1.9,68,75,5.7,5.5,159.2,1.7,0.1,0,6.7,69,0.6,5.9,75,4.7,923.6,70,29.2,29.7,25.7,19.8,9.2,4.7
1421,Aurland,2014,Kommune,3050,Sogn,14,Sogn og Fjordane,192,1738,1.7,219,0,6.3,1.7,0,0,0,0,13.2,28,1.2,66.9,53.5,0.9,127,186,4.9,5.5,147.9,0.6,0.1,0,6.2,76,0.6,6.7,182,2.3,431.6,115.1,28.8,30.5,15,17.3,22.1,4.6
1421,Aurland,2015,Kommune,3050,Sogn,14,Sogn og Fjordane,184,1764,1.7,232,34,4,1.7,0,0,0,0,0,0,27.8,192.5,44.8,1.1,115,138,5.4,5.3,148.5,1.1,0,0,9.1,10,0.5,8.2,13,0,847.5,45.4,28.3,37.4,14.7,17.6,7.3,3.4
1422,Lærdal,2012,Kommune,3050,Sogn,14,Sogn og Fjordane,270,2176,2.3,134,93.3,2.3,0.5,0,74,0,0,2.3,5.2,0.9,11.2,38.6,1.5,110,78,4.4,2.2,99.7,0.5,0,0,8,36,0.6,5,346,0,0,0,0,21.6,14.7,11,3.1,10.1
1422,Lærdal,2013,Kommune,3050,Sogn,14,Sogn og Fjordane,263,2174,1.8,209,104,1.8,0.5,0,84.2,0.7,0,1.8,12.1,0.9,11.2,43.2,1.9,101,64,3.3,0,11,1.4,0.1,0,8.1,28,0.6,4.5,160,0,522.1,0,0,21.2,13.3,11,4.1,10.1
1422,Lærdal,2014,Kommune,3050,Sogn,14,Sogn og Fjordane,245,2146,2.8,90,111.1,1.9,0,0,87.1,0.9,0.6,1.9,12.2,0.9,11.4,36.3,1.5,132,110,3.2,0,14,0,0,0,7,34,0.6,4.6,359,0,222.7,0,0,21.4,13.5,10.7,4.4,10.3
1422,Lærdal,2015,Kommune,3050,Sogn,14,Sogn og Fjordane,246,2172,2.8,88,0,4.1,0,0.5,145.9,0,0,0,0,1.4,58.4,49.3,2.2,106,78,3.2,0,13.8,0,0,0,7,38,0.5,5.7,118,4.6,283.8,0,0,21.6,18,13.4,9.4,8.7
1424,Årdal,2012,Kommune,3050,Sogn,14,Sogn og Fjordane,603,5521,0.5,392,0,1.6,0.5,0.9,0,0,0,2.7,14.3,1.3,235.9,27.5,2,124,69,4.9,8.3,155,1.1,0.1,0,4.5,58,0.5,5,210,1.8,0,0,0,4,15.4,20.1,7.3,7.6
1424,Årdal,2013,Kommune,3050,Sogn,14,Sogn og Fjordane,579,5496,0.7,381,0,1.6,0.4,0.9,0,0,0,2,10.4,1.3,237,29.1,1.7,127,91,4.1,8.6,125.4,0.9,0.1,0,5.1,37,0.5,6.3,53,0,0,0,0,4,16.7,18.4,10.3,7.6
1424,Årdal,2014,Kommune,3050,Sogn,14,Sogn og Fjordane,575,5429,0.9,362,0,2,0.2,1.1,0,0,0,2,10.5,1.3,239.9,26,1.5,131,85,3.7,7.4,126.5,0.2,0,0,5.1,44,0.4,5.4,168,0,0,18.4,0,4.1,14.6,16.6,6.6,7.7
1424,Årdal,2015,Kommune,3050,Sogn,14,Sogn og Fjordane,543,5359,0.7,387,0,1.7,0,0.7,0,0,0,0,0,3.4,408.3,26.5,1.8,150,94,3.5,8.5,116.8,0.4,0,0,4.7,91,0.4,7,23,0,0,0,0,3.7,16.4,17.7,9.9,14
1426,Luster,2012,Kommune,3050,Sogn,14,Sogn og Fjordane,648,5041,0.8,356,0,0.6,0.4,0,33.5,0,0,2.4,5,1.4,13.6,0,0,282,282,8.7,10.4,155.9,0.4,0,0,2.5,294,0.3,17.3,65,0.8,0,0,19,15.9,20.8,18.4,6.7,10.1
1426,Luster,2013,Kommune,3050,Sogn,14,Sogn og Fjordane,666,5089,0.8,371,0,0.8,0.4,0,34.4,0,0,2.9,5.2,1.4,13.5,0,0,305,305,9.3,9.9,163.3,0.4,0,0,2.2,305,0.7,9.6,5,0.8,90.4,0,18.9,16.1,7.9,19.1,8.7,10
1426,Luster,2014,Kommune,3050,Sogn,14,Sogn og Fjordane,681,5118,0.4,403,0,0.6,0.2,0,35.2,0,0,2.9,5.2,1.4,13.4,0,0,301,301,8.1,10,148.1,0,0,0,1.8,375,0.2,7.8,10,2,76.2,0,18.8,16,8,19.9,9.2,10
1426,Luster,2015,Kommune,3050,Sogn,14,Sogn og Fjordane,662,5093,0.6,398,0,0.8,0,0,36.1,0,0,0,0,1.2,3.8,0,0,304,304,8.5,9.8,135.7,0.2,0,0,2.4,351,0.2,7.1,18,1.8,190.2,0,17.3,16.1,16.1,19.4,20.5,5.5
1428,Askvoll,2012,Kommune,3048,HAFS,14,Sogn og Fjordane,364,3018,2,171,0,1.7,2.3,0.7,0,0,0,0.7,8.7,2.7,125.9,30.2,0.8,133,149,2.4,2.7,49.4,1.7,0.1,0,3.8,102,0.4,4.4,329,1.7,198.6,0,2.7,1.7,20.2,0,2.3,12.9
1428,Askvoll,2013,Kommune,3048,HAFS,14,Sogn og Fjordane,353,3011,2.7,81,0,1.7,2.3,0.3,0,0,0,1.3,4.7,2.7,126.2,31.6,0.7,133,181,2.6,2.7,52.5,2,0.1,0,2.7,223,0.3,4.7,127,2.7,235.6,0,2.7,0,21.3,0,1.6,13
1428,Askvoll,2014,Kommune,3048,HAFS,14,Sogn og Fjordane,346,3008,3,85,0,0.7,2.3,0.3,0,0,0,1.3,4.7,2.7,126.3,31.6,0.7,151,188,2.4,2.3,51.5,0.7,0,0,1.9,313,0.3,4.5,365,3,0,0,2.7,0,7.3,0,1.8,13
1428,Askvoll,2015,Kommune,3048,HAFS,14,Sogn og Fjordane,357,3023,3.3,97,0,1,1.7,1,0,0,0,0,0,3.3,138.9,15.9,0.4,186,207,2,2.5,40.7,0.3,0,0,3.5,284,0.3,7.3,72,3,56.7,0,2.6,0,8.3,0,2.6,14.2
1429,Fjaler,2012,Kommune,3048,HAFS,14,Sogn og Fjordane,323,2871,4.5,44,276.6,1,1.4,0,0,0,0,1.7,0.1,1,5.1,59.6,1.3,109,131,5.6,3.3,136.9,1,0.1,0,5.3,41,0.5,5.3,116,2.8,0,1004.5,41.8,1,55,16.4,6,47.7
1429,Fjaler,2013,Kommune,3048,HAFS,14,Sogn og Fjordane,312,2853,3.9,59,171,1.4,1.4,0,0,0,0,2.5,1.1,1.1,5.1,63.1,1.3,93,120,5,2.7,136.7,1.8,0.1,0,5.4,29,1.2,5.6,62,8.1,35.1,1235.2,42.1,0,47,14,5.4,48
1429,Fjaler,2014,Kommune,3048,HAFS,14,Sogn og Fjordane,321,2823,3.9,57,91.6,0.4,0.7,0,0,0,0,2.5,1.1,1.1,5.1,63.8,1.5,85,84,3.6,2.9,119,0.7,0.1,0.7,5.3,49,0.6,5.6,162,4.9,0,2090.7,42.5,0,56.3,12.8,18.5,48.5
1429,Fjaler,2015,Kommune,3048,HAFS,14,Sogn og Fjordane,332,2830,3.9,82,103.9,2.5,1.1,0,0,0,0,0,0,1.1,3.7,64,1.6,91,128,3.3,3.4,121.2,1.1,0.1,0,6.5,31,0.4,6.9,9,12.4,66.3,1282,42.4,0,44.9,11,7.8,36.4
1430,Gaular,2012,Kommune,3051,Sunnfjord,14,Sogn og Fjordane,401,2923,1,335,0,0.3,0.3,0,0,0,0,2.4,3,5.1,234.6,0,0,282,282,2.7,1.1,60.9,0.3,0,0,0.5,423,0.1,5,236,2.7,0,30.8,27,2.1,31.5,19.2,10.7,48.6
1430,Gaular,2013,Kommune,3051,Sunnfjord,14,Sogn og Fjordane,398,2928,1,329,10.2,0.3,0,0,0,0,0,2.4,0.6,5.1,234.2,0,0,305,305,2.7,1.5,57.7,0.7,0,0,0.4,421,0.1,5.2,103,0,489.6,17.1,27,0,33.1,21.5,22.2,48.5
1430,Gaular,2014,Kommune,3051,Sunnfjord,14,Sogn og Fjordane,397,2960,1.4,287,0,0.3,0.3,0,0,0,0,2.4,0.6,5.1,231.7,0,0,301,301,2.9,1.5,56.1,1,0.1,0,0.4,424,0.1,5.1,297,11.8,110.8,30.4,26.7,0,39.2,18.6,11.9,48
1430,Gaular,2015,Kommune,3051,Sunnfjord,14,Sogn og Fjordane,391,2942,1.4,292,0,0.3,0,0,0,0,0,0,0,9.9,330.8,0,0,304,304,2.8,2,63.2,4.1,0.3,0,0.4,424,0.1,6.4,53,0,57.4,59.5,26.9,0,36.7,16,15.1,21.4
1431,Jølster,2012,Kommune,3051,Sunnfjord,14,Sogn og Fjordane,420,3078,4.9,62,0,1.9,2.9,0,70.8,0,0,3.2,2.1,3.9,33.9,12.3,0.3,200,217,4.2,6.5,75.7,0.6,0,0,2,239,0.2,4.3,337,0,65,9.7,0,2.9,27.3,38,10.4,58.8
1431,Jølster,2013,Kommune,3051,Sunnfjord,14,Sogn og Fjordane,432,3070,4.2,66,65.8,2.9,2.6,0,71,1.5,0.7,4.2,7.6,3.9,34,6.5,0.1,246,265,4.6,5.9,68.4,0.7,0,0,2.1,213,0.2,4.5,167,0,52.1,9.8,0,0,26.1,38.8,24.7,59
1431,Jølster,2014,Kommune,3051,Sunnfjord,14,Sogn og Fjordane,433,3026,3.6,77,0,1.7,1.7,0,62.1,1.3,0.7,4.3,7.7,4,34.5,0,0,301,301,4.6,6.6,50.6,1,0,0,2.7,98,0.3,4.3,394,1.7,57.8,13.2,0,0,33,37.3,11.4,59.8
1431,Jølster,2015,Kommune,3051,Sunnfjord,14,Sogn og Fjordane,438,3020,4,94,6.6,2.6,0.7,0,59.3,0,0,0,0,4.3,129.5,1,0.1,298,295,4.3,5.3,39.7,0.3,0,0,2.7,98,0.3,6.6,35,1.3,155.6,16.6,0,0,25.5,36.8,18.8,53
1432,Førde,2012,Kommune,3051,Sunnfjord,14,Sogn og Fjordane,1774,12559,2.9,58,36.3,4.9,2.7,8.4,0,2.3,0.7,8.8,15.9,7.2,335.9,79.5,3,51,31,5.7,5.7,187.5,1.5,0.3,0.2,2.3,248,0.2,8,46,1,0,417.9,5.7,5.6,18.1,8.4,1.9,50.9
1432,Førde,2013,Kommune,3051,Sunnfjord,14,Sogn og Fjordane,1793,12685,2.7,80,38,4.8,2.4,8.1,0,1.7,0.6,6.8,14.2,7.1,332.5,76.3,3.1,46,22,5.3,5.4,189.4,2.8,0.4,0.4,2.4,215,0.2,6.9,14,2.4,3.9,438.3,5.7,8.5,19.4,9.5,5.1,50.4
1432,Førde,2014,Kommune,3051,Sunnfjord,14,Sogn og Fjordane,1793,12801,2.5,112,25.7,5.2,2.5,7.7,0,1.5,0.4,6.7,14.1,7,329.5,75.4,2.7,55,31,4.4,5.3,175.9,2.3,0.4,0.1,2.2,245,0.2,8.1,9,1.3,22.1,512.1,5.6,9.3,17,9.8,8.6,49.9
1432,Førde,2015,Kommune,3051,Sunnfjord,14,Sogn og Fjordane,1838,12900,2.5,108,22.8,4.8,2.6,6.7,77.8,2.9,0.6,0,0,4.1,274.9,76.2,3.4,57,24,4.1,5.6,173.8,1.9,0.4,0.2,2.5,190,0.2,9.1,2,0.7,36.2,513.7,5.6,10.2,16.9,9.5,7.4,21.3
